numinscription,codefiliere,codemodule,codeeltmodule,numsession,note
EtudGI1021,GI,M04,M04A,1,10.37
EtudGI1022,GI,M04,M04B,1,4.18
EtudGI1022,GI,M04,M04A,1,14.19
EtudGI1023,GI,M04,M04B,1,10.26
EtudGI1023,GI,M04,M04A,1,18.5
EtudGI1024,GI,M04,M04B,1,18.32
EtudGI1024,GI,M04,M04A,1,14.05
EtudGI1025,GI,M04,M04B,1,7.75
EtudGI1025,GI,M04,M04A,1,17.87
EtudGI1026,GI,M04,M04B,1,0.86
EtudGI1026,GI,M04,M04A,1,18.22
EtudGI1027,GI,M04,M04B,1,19.58
EtudGI1027,GI,M04,M04A,1,10.17
EtudGI1028,GI,M04,M04B,1,0.6
EtudGI1028,GI,M04,M04A,1,3.14
EtudGI1029,GI,M04,M04B,1,8.87
EtudGI1029,GI,M04,M04A,1,3.59
EtudGI1030,GI,M04,M04B,1,1.79
EtudGI1030,GI,M04,M04A,1,7.88
EtudGI1031,GI,M04,M04B,1,19.55
EtudGI1031,GI,M04,M04A,1,3.7
EtudGI1032,GI,M04,M04B,1,3.12
EtudGI1032,GI,M04,M04A,1,14.71
EtudGI1033,GI,M04,M04B,1,15.94
EtudGI1033,GI,M04,M04A,1,19.25
EtudGI1034,GI,M04,M04B,1,19.3
EtudGI1034,GI,M04,M04A,1,16.26
EtudGI1035,GI,M04,M04B,1,4.89
EtudGI1035,GI,M04,M04A,1,16.05
EtudGI1036,GI,M04,M04B,1,1.04
EtudGI1036,GI,M04,M04A,1,14.58
EtudGI1037,GI,M04,M04B,1,15.9
EtudGI1037,GI,M04,M04A,1,3.46
EtudGI1038,GI,M04,M04B,1,17.04
EtudGI1038,GI,M04,M04A,1,1.49
EtudGI1039,GI,M04,M04B,1,1.49
EtudGI1039,GI,M04,M04A,1,14.01
EtudGI1040,GI,M04,M04B,1,3.15
EtudGI1040,GI,M04,M04A,1,0.66
EtudGI1041,GI,M04,M04B,1,2.91
EtudGI1041,GI,M04,M04A,1,0.63
EtudGI1042,GI,M04,M04B,1,7.22
EtudGI1042,GI,M04,M04A,1,3.56
EtudGI1043,GI,M04,M04B,1,10.26
EtudGI1043,GI,M04,M04A,1,1.99
EtudGI1044,GI,M04,M04B,1,13.55
EtudGI1044,GI,M04,M04A,1,18.76
EtudGI1045,GI,M04,M04B,1,3.99
EtudGI1045,GI,M04,M04A,1,3.16
EtudGI1046,GI,M04,M04B,1,17.96
EtudGI1046,GI,M04,M04A,1,1.14
EtudGI1047,GI,M04,M04B,1,0.62
EtudGI1047,GI,M04,M04A,1,15.78
EtudGI1048,GI,M04,M04B,1,18.24
EtudGI1048,GI,M04,M04A,1,10.99
EtudGI1049,GI,M04,M04B,1,18.58
EtudGI1049,GI,M04,M04A,1,14.41
EtudGI1050,GI,M04,M04B,1,17.04
EtudGI1050,GI,M04,M04A,1,6.18
EtudGI1051,GI,M04,M04B,1,14.1
EtudGI1051,GI,M04,M04A,1,17.62
EtudGI1052,GI,M04,M04B,1,3.29
EtudGI1052,GI,M04,M04A,1,11.7
EtudGI1053,GI,M04,M04B,1,19.12
EtudGI1053,GI,M04,M04A,1,14.84
EtudGI1054,GI,M04,M04B,1,9.51
EtudGI1054,GI,M04,M04A,1,3.76
EtudGI1055,GI,M04,M04B,1,3.62
EtudGI1055,GI,M04,M04A,1,14.02
EtudGI1056,GI,M04,M04B,1,16.22
EtudGI1056,GI,M04,M04A,1,8.68
EtudGI1057,GI,M04,M04B,1,1.41
EtudGI1057,GI,M04,M04A,1,5.09
EtudGI1058,GI,M04,M04B,1,10.99
EtudGI1058,GI,M04,M04A,1,5.16
EtudGI1059,GI,M04,M04B,1,17.48
EtudGI1059,GI,M04,M04A,1,18.47
EtudGI1060,GI,M04,M04B,1,10.82
EtudGI1060,GI,M04,M04A,1,10.53
EtudGI1061,GI,M04,M04B,1,3.19
EtudGI1061,GI,M04,M04A,1,16.2
EtudGI1062,GI,M04,M04B,1,15.97
EtudGI1062,GI,M04,M04A,1,13.32
EtudGI1063,GI,M04,M04B,1,18.11
EtudGI1063,GI,M04,M04A,1,18.67
EtudGI1064,GI,M04,M04B,1,7.1
EtudGI1064,GI,M04,M04A,1,5.27
EtudGI1065,GI,M04,M04B,1,7.34
EtudGI1065,GI,M04,M04A,1,19.29
EtudGI1066,GI,M04,M04B,1,10.86
EtudGI1066,GI,M04,M04A,1,1.57
EtudGI1067,GI,M04,M04B,1,5.31
EtudGI1067,GI,M04,M04A,1,19.89
EtudGI1068,GI,M04,M04B,1,12.54
EtudGI1068,GI,M04,M04A,1,19.5
EtudGI1069,GI,M04,M04B,1,12.36
EtudGI1069,GI,M04,M04A,1,14.93
EtudGI1070,GI,M04,M04B,1,5.38
EtudGI1070,GI,M04,M04A,1,18.75
EtudGI1071,GI,M04,M04B,1,11.26
EtudGI1071,GI,M04,M04A,1,4.68
EtudGI1072,GI,M04,M04B,1,8.77
EtudGI1072,GI,M04,M04A,1,12.79
EtudGI1073,GI,M04,M04B,1,6.46
EtudGI1073,GI,M04,M04A,1,16.03
EtudGI1074,GI,M04,M04B,1,12.56
EtudGI1074,GI,M04,M04A,1,17.08
EtudGI1075,GI,M04,M04B,1,10.3
EtudGI1075,GI,M04,M04A,1,12.54
EtudGI1076,GI,M04,M04B,1,8.53
EtudGI1076,GI,M04,M04A,1,7.8
EtudGI1077,GI,M04,M04B,1,4.39
EtudGI1077,GI,M04,M04A,1,16.75
EtudGI1078,GI,M04,M04B,1,17.69
EtudGI1078,GI,M04,M04A,1,12.46
EtudGI1079,GI,M04,M04B,1,0.27
EtudGI1079,GI,M04,M04A,1,2.85
EtudGI1080,GI,M04,M04B,1,11.92
EtudGI1080,GI,M04,M04A,1,2.95
EtudGI1081,GI,M04,M04B,1,16.23
EtudGI1081,GI,M04,M04A,1,5.24
EtudGI1082,GI,M04,M04B,1,19.54
EtudGI1082,GI,M04,M04A,1,11.4
EtudGI1083,GI,M04,M04B,1,4.33
EtudGI1083,GI,M04,M04A,1,19.12
EtudGI1084,GI,M04,M04B,1,17.85
EtudGI1084,GI,M04,M04A,1,1.54
EtudGI1085,GI,M04,M04B,1,16
EtudGI1085,GI,M04,M04A,1,7.72
EtudGI1086,GI,M04,M04B,1,3.33
EtudGI1086,GI,M04,M04A,1,13.35
EtudGI1087,GI,M04,M04B,1,12.06
EtudGI1087,GI,M04,M04A,1,3.52
EtudGI1088,GI,M04,M04B,1,17.17
EtudGI1088,GI,M04,M04A,1,18.9
EtudGI1089,GI,M04,M04B,1,4.58
EtudGI1089,GI,M04,M04A,1,7.84
EtudGI1090,GI,M04,M04B,1,14.38
EtudGI1090,GI,M04,M04A,1,3
EtudGI1091,GI,M04,M04B,1,7.05
EtudGI1091,GI,M04,M04A,1,16.69
EtudGI1092,GI,M04,M04B,1,6.94
EtudGI1092,GI,M04,M04A,1,17.58
EtudGI1093,GI,M04,M04B,1,16.31
EtudGI1093,GI,M04,M04A,1,6.62
EtudGI1094,GI,M04,M04B,1,3.71
EtudGI1094,GI,M04,M04A,1,2.99
EtudGI1095,GI,M04,M04B,1,14.45
EtudGI1095,GI,M04,M04A,1,19.89
EtudGI1096,GI,M04,M04B,1,2.28
EtudGI1096,GI,M04,M04A,1,9.26
EtudGI1097,GI,M04,M04B,1,1.4
EtudGI1097,GI,M04,M04A,1,15.49
EtudGI1098,GI,M04,M04B,1,12.44
EtudGI1098,GI,M04,M04A,1,4.3
EtudGI1099,GI,M04,M04B,1,6.43
EtudGI1099,GI,M04,M04A,1,14
EtudGI1100,GI,M04,M04B,1,1.35
EtudGI1100,GI,M04,M04A,1,11.79
EtudGI1101,GI,M04,M04B,1,7.38
EtudGI1101,GI,M04,M04A,1,7.93
EtudGI1102,GI,M04,M04B,1,10.47
EtudGI1102,GI,M04,M04A,1,8.95
EtudGI1103,GI,M04,M04B,1,6.07
EtudGI1103,GI,M04,M04A,1,3.01
EtudGI1104,GI,M04,M04B,1,2.29
EtudGI1104,GI,M04,M04A,1,19.97
EtudGI1105,GI,M04,M04B,1,2.1
EtudGI1105,GI,M04,M04A,1,13.35
EtudGI1106,GI,M04,M04B,1,6.98
EtudGI1106,GI,M04,M04A,1,7.73
EtudGI1107,GI,M04,M04B,1,11.06
EtudGI1107,GI,M04,M04A,1,18.42
EtudGI1108,GI,M04,M04B,1,16.3
EtudGI1108,GI,M04,M04A,1,19.28
EtudGI1109,GI,M04,M04B,1,7.81
EtudGI1109,GI,M04,M04A,1,1.35
EtudGI1110,GI,M04,M04B,1,4.88
EtudGI1110,GI,M04,M04A,1,13.98
EtudGI1111,GI,M04,M04B,1,17.23
EtudGI1111,GI,M04,M04A,1,5.43
EtudGI1112,GI,M04,M04B,1,10.57
EtudGI1112,GI,M04,M04A,1,3.55
EtudGI1113,GI,M04,M04B,1,11.56
EtudGI1113,GI,M04,M04A,1,13.89
EtudGI1114,GI,M04,M04B,1,19.7
EtudGI1114,GI,M04,M04A,1,4.09
EtudGI1115,GI,M04,M04B,1,19.03
EtudGI1115,GI,M04,M04A,1,11.74
EtudGI1116,GI,M04,M04B,1,6.42
EtudGI1116,GI,M04,M04A,1,9.14
EtudGI1117,GI,M04,M04B,1,0.45
EtudGI1117,GI,M04,M04A,1,18.3
EtudGI1118,GI,M04,M04B,1,4.36
EtudGI1118,GI,M04,M04A,1,14.97
EtudGI1119,GI,M04,M04B,1,19.17
EtudGI1119,GI,M04,M04A,1,15.38
EtudGI1120,GI,M04,M04B,1,13.6
EtudGI1120,GI,M04,M04A,1,11.29
EtudGI1121,GI,M04,M04B,1,2.07
EtudGI1121,GI,M04,M04A,1,15.13
EtudGI1122,GI,M04,M04B,1,15.92
EtudGI1122,GI,M04,M04A,1,19.29
EtudGI1123,GI,M04,M04B,1,12.94
EtudGI1123,GI,M04,M04A,1,19.47
EtudGI1124,GI,M04,M04B,1,20
EtudGI1124,GI,M04,M04A,1,1.42
EtudGI1125,GI,M04,M04B,1,10.22
EtudGI1125,GI,M04,M04A,1,1.31
EtudGI1126,GI,M04,M04B,1,7.37
EtudGI1126,GI,M04,M04A,1,0.48
EtudGI1127,GI,M04,M04B,1,3.7
EtudGI1127,GI,M04,M04A,1,8.45
EtudGI1128,GI,M04,M04B,1,17.33
EtudGI1128,GI,M04,M04A,1,18.08
EtudGI1129,GI,M04,M04B,1,3.83
EtudGI1129,GI,M04,M04A,1,1.33
EtudGI1130,GI,M04,M04B,1,8.54
EtudGI1130,GI,M04,M04A,1,1.08
EtudGI1001,GI,M05,M05C,1,16.12
EtudGI1001,GI,M05,M05B,1,2.98
EtudGI1001,GI,M05,M05A,1,8.27
EtudGI1002,GI,M05,M05C,1,18.76
EtudGI1002,GI,M05,M05B,1,3.16
EtudGI1002,GI,M05,M05A,1,16.94
EtudGI1003,GI,M05,M05C,1,13.65
EtudGI1003,GI,M05,M05B,1,0.62
EtudGI1003,GI,M05,M05A,1,0.74
EtudGI1004,GI,M05,M05C,1,8.84
EtudGI1004,GI,M05,M05B,1,8.13
EtudGI1004,GI,M05,M05A,1,15.23
EtudGI1005,GI,M05,M05C,1,11.44
EtudGI1005,GI,M05,M05B,1,9.49
EtudGI1005,GI,M05,M05A,1,19.86
EtudGI1006,GI,M05,M05C,1,11.86
EtudGI1006,GI,M05,M05B,1,9.53
EtudGI1006,GI,M05,M05A,1,8.95
EtudGI1007,GI,M05,M05C,1,4.96
EtudGI1007,GI,M05,M05B,1,10.32
EtudGI1007,GI,M05,M05A,1,2.48
EtudGI1008,GI,M05,M05C,1,17.84
EtudGI1008,GI,M05,M05B,1,1.24
EtudGI1008,GI,M05,M05A,1,8.2
EtudGI1009,GI,M05,M05C,1,5.88
EtudGI1009,GI,M05,M05B,1,16.9
EtudGI1009,GI,M05,M05A,1,16.18
EtudGI1010,GI,M05,M05C,1,11.2
EtudGI1010,GI,M05,M05B,1,14.93
EtudGI1010,GI,M05,M05A,1,9.75
EtudGI1011,GI,M05,M05C,1,15.5
EtudGI1011,GI,M05,M05B,1,9.05
EtudGI1011,GI,M05,M05A,1,14.29
EtudGI1012,GI,M05,M05C,1,15.61
EtudGI1012,GI,M05,M05B,1,16.69
EtudGI1012,GI,M05,M05A,1,10.59
EtudGI1013,GI,M05,M05C,1,2.91
EtudGI1013,GI,M05,M05B,1,4.8
EtudGI1013,GI,M05,M05A,1,7.07
EtudGI1014,GI,M05,M05C,1,14.9
EtudGI1014,GI,M05,M05B,1,15.32
EtudGI1014,GI,M05,M05A,1,5.14
EtudGI1015,GI,M05,M05C,1,14.07
EtudGI1015,GI,M05,M05B,1,5.41
EtudGI1015,GI,M05,M05A,1,8.81
EtudGI1016,GI,M05,M05C,1,12.97
EtudGI1016,GI,M05,M05B,1,9.5
EtudGI1016,GI,M05,M05A,1,19.32
EtudGI1017,GI,M05,M05C,1,9.52
EtudGI1017,GI,M05,M05B,1,0.22
EtudGI1017,GI,M05,M05A,1,9.34
EtudGI1018,GI,M05,M05C,1,0.67
EtudGI1018,GI,M05,M05B,1,9.21
EtudGI1018,GI,M05,M05A,1,4.45
EtudGI1019,GI,M05,M05C,1,2.55
EtudGI1019,GI,M05,M05B,1,11.3
EtudGI1019,GI,M05,M05A,1,10.31
EtudGI1020,GI,M05,M05C,1,9.6
EtudGI1020,GI,M05,M05B,1,8.71
EtudGI1020,GI,M05,M05A,1,5.07
EtudGI1021,GI,M05,M05C,1,17.77
EtudGI1021,GI,M05,M05B,1,3.66
EtudGI1021,GI,M05,M05A,1,4.72
EtudGI1022,GI,M05,M05C,1,17.9
EtudGI1022,GI,M05,M05B,1,0.35
EtudGI1022,GI,M05,M05A,1,17.26
EtudGI1023,GI,M05,M05C,1,1.12
EtudGI1023,GI,M05,M05B,1,4.58
EtudGI1023,GI,M05,M05A,1,9.78
EtudGI1024,GI,M05,M05C,1,3.16
EtudGI1024,GI,M05,M05B,1,1.1
EtudGI1024,GI,M05,M05A,1,4.7
EtudGI1025,GI,M05,M05C,1,18.57
EtudGI1025,GI,M05,M05B,1,8.37
EtudGI1025,GI,M05,M05A,1,9.24
EtudGI1026,GI,M05,M05C,1,0.35
EtudGI1026,GI,M05,M05B,1,2.39
EtudGI1026,GI,M05,M05A,1,1.45
EtudGI1027,GI,M05,M05C,1,17.72
EtudGI1027,GI,M05,M05B,1,9.52
EtudGI1027,GI,M05,M05A,1,15.67
EtudGI1028,GI,M05,M05C,1,1.68
EtudGI1028,GI,M05,M05B,1,17.41
EtudGI1028,GI,M05,M05A,1,18.14
EtudGI1029,GI,M05,M05C,1,1.68
EtudGI1029,GI,M05,M05B,1,3.15
EtudGI1029,GI,M05,M05A,1,18.95
EtudGI1030,GI,M05,M05C,1,13.37
EtudGI1030,GI,M05,M05B,1,4.74
EtudGI1030,GI,M05,M05A,1,4.54
EtudGI1031,GI,M05,M05C,1,19
EtudGI1031,GI,M05,M05B,1,17.71
EtudGI1031,GI,M05,M05A,1,13.46
EtudGI1032,GI,M05,M05C,1,19.32
EtudGI1032,GI,M05,M05B,1,2.27
EtudGI1032,GI,M05,M05A,1,12.03
EtudGI1033,GI,M05,M05C,1,0.68
EtudGI1033,GI,M05,M05B,1,16.8
EtudGI1033,GI,M05,M05A,1,7.97
EtudGI1034,GI,M05,M05C,1,13.07
EtudGI1034,GI,M05,M05B,1,7.67
EtudGI1034,GI,M05,M05A,1,11.21
EtudGI1035,GI,M05,M05C,1,16.08
EtudGI1035,GI,M05,M05B,1,1.24
EtudGI1035,GI,M05,M05A,1,7.26
EtudGI1036,GI,M05,M05C,1,15.16
EtudGI1036,GI,M05,M05B,1,4.29
EtudGI1036,GI,M05,M05A,1,16.6
EtudGI1037,GI,M05,M05C,1,8.48
EtudGI1037,GI,M05,M05B,1,11.81
EtudGI1037,GI,M05,M05A,1,10.56
EtudGI1038,GI,M05,M05C,1,9.29
EtudGI1038,GI,M05,M05B,1,13.68
EtudGI1038,GI,M05,M05A,1,11.29
EtudGI1039,GI,M05,M05C,1,11.81
EtudGI1039,GI,M05,M05B,1,3.87
EtudGI1039,GI,M05,M05A,1,11.66
EtudGI1040,GI,M05,M05C,1,15.85
EtudGI1040,GI,M05,M05B,1,8.82
EtudGI1040,GI,M05,M05A,1,1.71
EtudGI1041,GI,M05,M05C,1,3.96
EtudGI1041,GI,M05,M05B,1,13.49
EtudGI1041,GI,M05,M05A,1,17.97
EtudGI1042,GI,M05,M05C,1,19.63
EtudGI1042,GI,M05,M05B,1,8.69
EtudGI1042,GI,M05,M05A,1,11.39
EtudGI1043,GI,M05,M05C,1,16.41
EtudGI1043,GI,M05,M05B,1,4.45
EtudGI1043,GI,M05,M05A,1,2.15
EtudGI1044,GI,M05,M05C,1,14.53
EtudGI1044,GI,M05,M05B,1,0.17
EtudGI1044,GI,M05,M05A,1,10
EtudGI1045,GI,M05,M05C,1,3.34
EtudGI1045,GI,M05,M05B,1,13.74
EtudGI1045,GI,M05,M05A,1,10.81
EtudGI1046,GI,M05,M05C,1,4.57
EtudGI1046,GI,M05,M05B,1,13.46
EtudGI1046,GI,M05,M05A,1,16.21
EtudGI1047,GI,M05,M05C,1,0.64
EtudGI1047,GI,M05,M05B,1,11.22
EtudGI1047,GI,M05,M05A,1,0.32
EtudGI1048,GI,M05,M05C,1,16.19
EtudGI1048,GI,M05,M05B,1,9.35
EtudGI1048,GI,M05,M05A,1,10.1
EtudGI1049,GI,M05,M05C,1,17.7
EtudGI1049,GI,M05,M05B,1,5.04
EtudGI1049,GI,M05,M05A,1,12.97
EtudGI1050,GI,M05,M05C,1,10.99
EtudGI1050,GI,M05,M05B,1,8.13
EtudGI1050,GI,M05,M05A,1,10.78
EtudGI1051,GI,M05,M05C,1,3.91
EtudGI1051,GI,M05,M05B,1,4.68
EtudGI1051,GI,M05,M05A,1,4.85
EtudGI1052,GI,M05,M05C,1,12.86
EtudGI1052,GI,M05,M05B,1,7.44
EtudGI1052,GI,M05,M05A,1,4.83
EtudGI1053,GI,M05,M05C,1,8.49
EtudGI1053,GI,M05,M05B,1,17.3
EtudGI1053,GI,M05,M05A,1,14
EtudGI1054,GI,M05,M05C,1,16.54
EtudGI1054,GI,M05,M05B,1,14.72
EtudGI1054,GI,M05,M05A,1,11.25
EtudGI1055,GI,M05,M05C,1,9.08
EtudGI1055,GI,M05,M05B,1,17.1
EtudGI1055,GI,M05,M05A,1,3.37
EtudGI1056,GI,M05,M05C,1,8.91
EtudGI1056,GI,M05,M05B,1,5.73
EtudGI1056,GI,M05,M05A,1,16.4
EtudGI1057,GI,M05,M05C,1,12.81
EtudGI1057,GI,M05,M05B,1,19.09
EtudGI1057,GI,M05,M05A,1,13.2
EtudGI1058,GI,M05,M05C,1,3.85
EtudGI1058,GI,M05,M05B,1,17.25
EtudGI1058,GI,M05,M05A,1,18.84
EtudGI1059,GI,M05,M05C,1,13.74
EtudGI1059,GI,M05,M05B,1,4.47
EtudGI1059,GI,M05,M05A,1,2.52
EtudGI1060,GI,M05,M05C,1,9.13
EtudGI1060,GI,M05,M05B,1,15.9
EtudGI1060,GI,M05,M05A,1,2.99
EtudGI1061,GI,M05,M05C,1,6.92
EtudGI1061,GI,M05,M05B,1,14.04
EtudGI1061,GI,M05,M05A,1,5.46
EtudGI1062,GI,M05,M05C,1,2.42
EtudGI1062,GI,M05,M05B,1,0.43
EtudGI1062,GI,M05,M05A,1,1.03
EtudGI1063,GI,M05,M05C,1,14.02
EtudGI1063,GI,M05,M05B,1,6.27
EtudGI1063,GI,M05,M05A,1,14.38
EtudGI1064,GI,M05,M05C,1,9.05
EtudGI1064,GI,M05,M05B,1,2.77
EtudGI1064,GI,M05,M05A,1,13.54
EtudGI1065,GI,M05,M05C,1,5.66
EtudGI1065,GI,M05,M05B,1,6.17
EtudGI1065,GI,M05,M05A,1,8.54
EtudGI1066,GI,M05,M05C,1,17.08
EtudGI1066,GI,M05,M05B,1,8.96
EtudGI1066,GI,M05,M05A,1,6.03
EtudGI1067,GI,M05,M05C,1,4.55
EtudGI1067,GI,M05,M05B,1,11.06
EtudGI1067,GI,M05,M05A,1,17.01
EtudGI1068,GI,M05,M05C,1,2.45
EtudGI1068,GI,M05,M05B,1,7.92
EtudGI1068,GI,M05,M05A,1,8.12
EtudGI1069,GI,M05,M05C,1,4.34
EtudGI1069,GI,M05,M05B,1,5.5
EtudGI1069,GI,M05,M05A,1,15.86
EtudGI1070,GI,M05,M05C,1,3.01
EtudGI1070,GI,M05,M05B,1,12.32
EtudGI1070,GI,M05,M05A,1,6.06
EtudGI1071,GI,M05,M05C,1,14.1
EtudGI1071,GI,M05,M05B,1,4.14
EtudGI1071,GI,M05,M05A,1,3.24
EtudGI1072,GI,M05,M05C,1,16.24
EtudGI1072,GI,M05,M05B,1,3.94
EtudGI1072,GI,M05,M05A,1,0.58
EtudGI1073,GI,M05,M05C,1,3.18
EtudGI1073,GI,M05,M05B,1,11.87
EtudGI1073,GI,M05,M05A,1,2.74
EtudGI1074,GI,M05,M05C,1,5.84
EtudGI1074,GI,M05,M05B,1,17.97
EtudGI1074,GI,M05,M05A,1,2.72
EtudGI1075,GI,M05,M05C,1,9.73
EtudGI1075,GI,M05,M05B,1,5.78
EtudGI1075,GI,M05,M05A,1,15.4
EtudGI1076,GI,M05,M05C,1,13.64
EtudGI1076,GI,M05,M05B,1,1.29
EtudGI1076,GI,M05,M05A,1,3.7
EtudGI1077,GI,M05,M05C,1,18.63
EtudGI1077,GI,M05,M05B,1,3.52
EtudGI1077,GI,M05,M05A,1,4.47
EtudGI1078,GI,M05,M05C,1,14.65
EtudGI1078,GI,M05,M05B,1,0.41
EtudGI1078,GI,M05,M05A,1,11.45
EtudGI1079,GI,M05,M05C,1,3.96
EtudGI1079,GI,M05,M05B,1,2.6
EtudGI1079,GI,M05,M05A,1,12.41
EtudGI1080,GI,M05,M05C,1,15.41
EtudGI1080,GI,M05,M05B,1,15.41
EtudGI1080,GI,M05,M05A,1,2.3
EtudGI1081,GI,M05,M05C,1,16.15
EtudGI1081,GI,M05,M05B,1,4.5
EtudGI1081,GI,M05,M05A,1,0.91
EtudGI1082,GI,M05,M05C,1,11.82
EtudGI1082,GI,M05,M05B,1,17.07
EtudGI1082,GI,M05,M05A,1,4.17
EtudGI1083,GI,M05,M05C,1,12.15
EtudGI1083,GI,M05,M05B,1,17.43
EtudGI1083,GI,M05,M05A,1,7.45
EtudGI1084,GI,M05,M05C,1,14.67
EtudGI1084,GI,M05,M05B,1,0.42
EtudGI1084,GI,M05,M05A,1,8.71
EtudGI1085,GI,M05,M05C,1,19.85
EtudGI1085,GI,M05,M05B,1,15.44
EtudGI1085,GI,M05,M05A,1,5.53
EtudGI1086,GI,M05,M05C,1,5.52
EtudGI1086,GI,M05,M05B,1,5.09
EtudGI1086,GI,M05,M05A,1,8.69
EtudGI1087,GI,M05,M05C,1,7.59
EtudGI1087,GI,M05,M05B,1,18.87
EtudGI1087,GI,M05,M05A,1,8.87
EtudGI1088,GI,M05,M05C,1,16.82
EtudGI1088,GI,M05,M05B,1,4.84
EtudGI1088,GI,M05,M05A,1,2.48
EtudGI1089,GI,M05,M05C,1,10.7
EtudGI1089,GI,M05,M05B,1,4.68
EtudGI1089,GI,M05,M05A,1,10.81
EtudGI1090,GI,M05,M05C,1,11.11
EtudGI1090,GI,M05,M05B,1,8.4
EtudGI1090,GI,M05,M05A,1,5.86
EtudGI1091,GI,M05,M05C,1,5.82
EtudGI1091,GI,M05,M05B,1,13.3
EtudGI1091,GI,M05,M05A,1,19.99
EtudGI1092,GI,M05,M05C,1,3.01
EtudGI1092,GI,M05,M05B,1,18
EtudGI1092,GI,M05,M05A,1,0.81
EtudGI1093,GI,M05,M05C,1,1.47
EtudGI1093,GI,M05,M05B,1,7.58
EtudGI1093,GI,M05,M05A,1,2.02
EtudGI1094,GI,M05,M05C,1,14.03
EtudGI1094,GI,M05,M05B,1,0.99
EtudGI1094,GI,M05,M05A,1,10.39
EtudGI1095,GI,M05,M05C,1,18.85
EtudGI1095,GI,M05,M05B,1,12.16
EtudGI1095,GI,M05,M05A,1,3.95
EtudGI1096,GI,M05,M05C,1,0.05
EtudGI1096,GI,M05,M05B,1,4.87
EtudGI1096,GI,M05,M05A,1,9.57
EtudGI1097,GI,M05,M05C,1,5.69
EtudGI1097,GI,M05,M05B,1,11.39
EtudGI1097,GI,M05,M05A,1,6.17
EtudGI1098,GI,M05,M05C,1,6.63
EtudGI1098,GI,M05,M05B,1,2.58
EtudGI1098,GI,M05,M05A,1,6.55
EtudGI1099,GI,M05,M05C,1,4.38
EtudGI1099,GI,M05,M05B,1,4.61
EtudGI1099,GI,M05,M05A,1,13.83
EtudGI1100,GI,M05,M05C,1,2.19
EtudGI1100,GI,M05,M05B,1,10
EtudGI1100,GI,M05,M05A,1,2.59
EtudGI1101,GI,M05,M05C,1,6.14
EtudGI1101,GI,M05,M05B,1,19.34
EtudGI1101,GI,M05,M05A,1,1.37
EtudGI1102,GI,M05,M05C,1,0.59
EtudGI1102,GI,M05,M05B,1,5.46
EtudGI1102,GI,M05,M05A,1,17.61
EtudGI1103,GI,M05,M05C,1,1.14
EtudGI1103,GI,M05,M05B,1,9.5
EtudGI1103,GI,M05,M05A,1,3.76
EtudGI1104,GI,M05,M05C,1,11.04
EtudGI1104,GI,M05,M05B,1,14.73
EtudGI1104,GI,M05,M05A,1,17.73
EtudGI1105,GI,M05,M05C,1,15.64
EtudGI1105,GI,M05,M05B,1,14.2
EtudGI1105,GI,M05,M05A,1,7.68
EtudGI1106,GI,M05,M05C,1,18.93
EtudGI1106,GI,M05,M05B,1,17.27
EtudGI1106,GI,M05,M05A,1,7.22
EtudGI1107,GI,M05,M05C,1,12.87
EtudGI1107,GI,M05,M05B,1,17.62
EtudGI1107,GI,M05,M05A,1,18.78
EtudGI1108,GI,M05,M05C,1,0.11
EtudGI1108,GI,M05,M05B,1,17.37
EtudGI1108,GI,M05,M05A,1,14.15
EtudGI1109,GI,M05,M05C,1,15.49
EtudGI1109,GI,M05,M05B,1,16.55
EtudGI1109,GI,M05,M05A,1,16.92
EtudGI1110,GI,M05,M05C,1,9.65
EtudGI1110,GI,M05,M05B,1,2.97
EtudGI1110,GI,M05,M05A,1,5.08
EtudGI1111,GI,M05,M05C,1,11.71
EtudGI1111,GI,M05,M05B,1,0.33
EtudGI1111,GI,M05,M05A,1,7.53
EtudGI1112,GI,M05,M05C,1,3.29
EtudGI1112,GI,M05,M05B,1,15.36
EtudGI1112,GI,M05,M05A,1,2.29
EtudGI1113,GI,M05,M05C,1,5.18
EtudGI1113,GI,M05,M05B,1,3.1
EtudGI1113,GI,M05,M05A,1,13.31
EtudGI1114,GI,M05,M05C,1,18.14
EtudGI1114,GI,M05,M05B,1,9.62
EtudGI1114,GI,M05,M05A,1,0.86
EtudGI1115,GI,M05,M05C,1,14.51
EtudGI1115,GI,M05,M05B,1,8.77
EtudGI1115,GI,M05,M05A,1,7.19
EtudGI1116,GI,M05,M05C,1,14.38
EtudGI1116,GI,M05,M05B,1,7.14
EtudGI1116,GI,M05,M05A,1,4.9
EtudGI1117,GI,M05,M05C,1,5
EtudGI1117,GI,M05,M05B,1,5.29
EtudGI1117,GI,M05,M05A,1,7.55
EtudGI1118,GI,M05,M05C,1,16.18
EtudGI1118,GI,M05,M05B,1,19.01
EtudGI1118,GI,M05,M05A,1,3.52
EtudGI1119,GI,M05,M05C,1,18.58
EtudGI1119,GI,M05,M05B,1,9.6
EtudGI1119,GI,M05,M05A,1,10.42
EtudGI1120,GI,M05,M05C,1,12.19
EtudGI1120,GI,M05,M05B,1,15.63
EtudGI1120,GI,M05,M05A,1,16.78
EtudGI1121,GI,M05,M05C,1,1.73
EtudGI1121,GI,M05,M05B,1,16.23
EtudGI1121,GI,M05,M05A,1,16.06
